ID,AGE,BodyMassIndex,Education,Profession,AnnualIncome,InsuranceAwareness
10738,3,1,4,7,3,4
10739,3,4,4,7,3,7
10740,1,3,4,9,3,8
10741,4,1,3,5,4,9
10742,5,4,4,2,4,6
10743,2,1,1,10,1,8
10744,4,2,7,8,5,9
10745,2,3,2,2,6,6
10746,3,5,3,8,5,8
10747,4,4,6,9,1,10
10748,5,1,1,4,2,4
10749,4,3,5,6,4,10
10750,1,3,3,10,2,3
10751,5,3,2,4,2,1
10752,4,4,3,10,4,6
10753,1,1,4,7,5,9
10754,2,3,1,10,4,7
10755,2,2,6,9,3,6
10756,4,1,1,5,2,10
10757,5,4,6,8,6,9
10758,4,2,6,3,2,10
10759,4,1,1,6,2,5
10760,4,1,4,9,4,1
10761,4,2,5,7,5,2
10762,4,3,1,1,1,3
10763,4,3,2,1,1,2
10764,5,2,3,1,2,6
10765,5,2,7,2,2,10
10766,3,2,3,7,1,7
10767,4,4,4,9,1,6
10768,5,2,5,4,6,5
10769,5,2,2,4,4,3
10770,1,1,4,9,3,3
10771,1,3,6,7,1,6
10772,1,5,3,2,2,1
10773,5,2,4,5,4,4
10774,4,2,4,2,1,6
10775,4,2,4,6,6,8
10776,4,4,3,2,3,8
10777,4,4,7,3,6,5
10778,1,2,6,9,4,10
10779,1,5,2,6,3,5
10780,2,5,5,3,4,8
10781,5,5,1,10,5,5
10782,5,1,6,2,5,3
10783,2,4,6,3,5,10
10784,1,2,3,5,1,6
10785,2,4,5,10,1,2
10786,1,5,5,4,3,5
10787,3,3,5,8,2,8
10788,1,4,6,10,2,8
10789,5,1,1,5,4,4
10790,4,3,5,1,3,6
10791,2,4,4,9,5,2
10792,1,2,7,7,3,8
10793,3,1,1,7,2,5
10794,4,3,2,4,1,3
10795,1,3,7,6,5,1
10796,1,1,6,7,6,6
10797,2,2,4,3,4,4
10798,5,5,4,5,2,2
10799,4,4,6,9,3,10
10800,2,2,5,8,6,3
10801,4,3,2,10,3,4
10802,4,5,2,10,6,1
10803,1,5,6,4,2,8
10804,3,5,6,4,5,8
10805,2,3,5,6,6,8
10806,2,3,3,6,2,3
10807,2,1,7,2,3,3
10808,1,1,2,1,1,3
10809,1,4,5,8,2,2
10810,2,3,3,9,4,1
10811,1,5,5,5,6,6
10812,1,5,2,7,3,2
10813,4,1,2,3,2,5
10814,3,3,4,7,6,3
10815,1,5,7,3,2,5
10816,4,4,4,6,6,5
10817,2,4,1,6,1,7
10818,4,4,7,3,6,6
10819,4,5,1,3,3,9
10820,5,1,6,4,3,3
10821,1,1,7,2,1,9
10822,5,4,4,10,5,1
10823,2,3,6,10,6,2
10824,2,5,4,7,1,8
10825,2,1,3,8,4,1
10826,4,1,6,3,4,4
10827,4,1,1,3,4,1
10828,4,5,5,8,4,1
10829,2,2,6,7,4,2
10830,2,2,3,1,2,8
10831,1,1,2,10,1,4
10832,4,3,6,6,2,3
10833,1,5,1,1,6,8
10834,2,5,4,2,2,3
10835,2,1,6,5,1,1
10836,5,4,6,1,5,5
10837,4,2,4,1,6,3
10838,2,1,4,1,6,10
10839,5,5,7,7,5,4
10840,3,1,6,5,3,10
10841,3,3,3,5,2,4
10842,4,5,1,7,3,2
10843,4,2,4,1,5,5
10844,1,4,1,9,5,9
10845,4,4,6,4,1,10
10846,3,2,2,10,1,6
10847,3,1,7,1,1,5
10848,5,5,2,3,4,10
10849,5,5,4,10,1,2
10850,1,4,1,4,6,1
10851,2,3,2,4,6,6
10852,3,4,4,1,5,5
10853,1,3,2,4,2,10
10854,1,3,3,9,6,3
10855,2,2,1,7,3,2
10856,5,2,6,4,6,3
10857,2,3,7,9,1,1
10858,3,5,7,4,3,8
10859,4,2,2,9,1,10
10860,5,3,5,7,4,9
10861,3,5,2,7,6,1
10862,1,4,7,10,5,9
10863,3,4,3,7,2,4
10864,5,5,7,7,4,10
10865,3,3,3,10,4,1
10866,5,1,3,10,6,10
10867,3,2,3,1,6,3
10868,2,3,1,4,1,6
10869,3,2,6,1,5,9
10870,1,5,5,9,3,5
10871,2,2,2,9,6,9
10872,1,3,1,6,6,9
10873,2,3,4,2,1,4
10874,5,1,5,5,2,4
10875,4,1,3,9,5,2
10876,4,1,7,3,6,4
10877,2,3,4,10,1,3
10878,5,5,2,2,5,10
10879,2,2,7,8,5,6
10880,2,3,1,6,6,4
10881,2,4,4,7,5,9
10882,3,5,2,7,2,8
10883,2,1,3,4,4,2
10884,1,3,1,4,3,9
10885,4,3,4,7,3,5
10886,3,4,6,8,6,7
10887,5,4,2,3,6,8
10888,1,2,7,10,6,7
10889,3,2,5,6,5,10
10890,5,2,2,5,1,10
10891,5,2,4,3,3,9
10892,2,1,2,2,1,9
10893,5,4,4,8,1,2
10894,5,3,2,9,4,9
10895,2,2,6,9,6,9
10896,4,3,7,9,5,5
10897,4,3,5,9,4,9
10898,5,4,5,5,1,6
10899,4,2,2,7,4,2
10900,2,4,3,8,5,3
10901,1,1,4,5,6,1
10902,3,1,4,3,3,5
10903,5,4,4,9,4,9
10904,1,5,2,2,3,9
10905,4,2,7,6,4,8
10906,1,5,4,9,6,9
10907,1,4,6,1,2,9
10908,3,5,4,8,3,10
10909,3,5,6,10,6,3
10910,1,1,4,10,4,3
10911,2,1,7,6,2,9
10912,2,5,3,9,6,3
10913,3,5,2,5,1,9
10914,3,4,5,7,6,2
10915,4,3,7,2,3,3
10916,5,4,5,5,4,4
10917,4,2,7,9,2,5
10918,4,5,6,4,1,9
10919,1,3,2,5,6,7
10920,3,4,5,2,6,7
10921,5,3,4,9,5,8
10922,1,1,7,9,2,1
10923,1,3,7,7,4,3
10924,1,4,1,3,4,2
10925,3,5,3,6,6,8
10926,4,5,5,5,4,8
10927,5,3,4,6,3,4
10928,4,3,7,10,1,3
10929,2,2,2,6,5,3
10930,2,1,2,10,2,10
10931,1,4,4,7,3,3
10932,4,2,2,1,2,8
10933,2,3,6,6,4,6
10934,3,3,6,9,1,8
10935,3,5,1,4,1,10
10936,5,3,2,2,2,5
10937,3,1,5,3,4,1
10938,1,1,6,6,6,4
10939,3,3,6,5,3,4
10940,5,5,4,3,6,4
10941,2,1,7,4,2,7
10942,1,1,1,2,3,4
10943,4,4,4,1,2,1
10944,5,1,6,10,1,1
10945,1,1,3,2,4,9
10946,1,4,7,5,3,9
10947,4,1,1,6,5,6
10948,5,4,7,7,5,6
10949,4,2,1,3,5,6
10950,4,1,4,3,2,9
10951,3,4,1,4,4,6
10952,2,3,3,6,3,4
10953,1,2,5,4,1,7
10954,3,5,3,3,2,4
10955,5,2,5,6,2,3
10956,2,3,2,2,3,2
10957,4,3,7,1,3,10
10958,3,5,3,7,5,2
10959,3,3,7,3,3,1
10960,4,1,6,2,4,3
10961,5,2,7,5,1,9
10962,2,1,7,9,4,10
10963,4,2,4,8,5,4
10964,4,3,3,5,2,7
10965,2,1,4,10,6,2
10966,3,4,2,10,3,6
10967,4,3,6,10,2,2
10968,1,5,2,5,2,1
10969,5,4,3,8,2,9
10970,1,1,4,7,1,1
10971,3,1,4,8,3,3
10972,1,1,3,10,1,2
10973,4,2,3,10,3,9
10974,5,1,2,5,1,7
10975,1,2,5,3,5,2
10976,1,1,1,10,6,9
10977,5,2,6,5,3,6
10978,3,2,6,10,2,5
10979,1,1,7,5,4,10
10980,4,1,3,8,2,7
10981,5,3,1,7,2,10
10982,2,4,1,5,1,10
10983,1,1,2,1,2,3
10984,4,2,4,7,2,10
10985,4,2,4,5,3,3
10986,3,3,6,8,3,6
10987,1,3,2,6,1,9
10988,1,4,1,7,5,8
10989,5,3,5,4,3,5
10990,4,1,2,10,6,1
10991,1,1,2,2,2,10
10992,2,1,2,6,3,1
10993,5,3,7,6,6,6
10994,1,2,5,3,2,1
10995,2,1,4,9,1,2
10996,5,1,4,7,5,3
10997,3,4,5,9,5,6
10998,3,5,4,5,2,4
10999,5,5,7,2,6,4
11000,1,1,2,9,2,7
11001,5,4,3,10,5,10
11002,4,4,2,5,1,7
11003,1,1,7,10,2,4
11004,2,3,2,4,4,9
11005,1,1,2,9,2,1
11006,2,1,1,5,2,8
11007,3,2,4,9,2,3
11008,1,4,4,1,4,9
11009,1,1,5,8,5,9
11010,2,4,4,4,5,8
11011,5,5,1,7,1,10
11012,5,4,3,2,5,5
11013,4,3,2,3,5,1
11014,1,1,4,9,3,10
11015,2,1,6,1,5,2
11016,5,5,5,10,1,1
11017,3,5,4,2,3,7
11018,2,4,5,7,4,3
11019,4,1,3,9,5,1
11020,4,4,6,4,5,1
11021,1,1,6,1,3,8
11022,1,4,1,1,2,7
11023,3,2,4,1,2,3
11024,5,3,1,5,6,2
11025,5,3,6,2,4,1
11026,3,1,7,4,5,7
11027,1,2,7,8,3,9
11028,1,5,2,1,2,9
11029,4,5,6,9,3,9
11030,4,5,1,8,6,7
11031,1,3,7,1,5,8
11032,1,3,1,3,4,1
11033,2,4,7,4,2,3
11034,4,2,3,8,1,7
11035,3,5,6,10,4,5
11036,2,5,6,10,6,10
11037,2,2,4,3,2,10
11038,1,1,2,7,1,2
11039,4,1,7,2,3,7
11040,4,2,7,4,6,1
11041,4,4,6,8,1,6
11042,4,3,4,9,6,6
11043,5,2,2,1,5,10
11044,3,4,7,7,5,10
11045,3,4,7,10,3,2
11046,4,3,3,7,4,1
11047,1,1,1,1,3,9
11048,2,5,6,7,4,1
11049,3,2,2,2,5,9
11050,4,5,6,1,3,9
11051,1,1,3,9,1,10
11052,4,2,3,4,4,1
11053,5,2,1,7,1,7
11054,2,3,1,7,3,2
11055,1,5,7,2,5,1
11056,2,3,5,1,6,4
11057,5,1,4,8,4,10
11058,1,4,5,3,3,5
11059,4,2,6,8,4,4
11060,1,5,5,6,4,2
11061,4,4,7,10,3,10
11062,1,3,1,9,6,9
11063,1,1,2,9,3,2
11064,2,2,3,9,1,6
11065,5,5,6,4,3,3
11066,2,4,4,2,5,7
11067,5,3,2,5,5,9
11068,3,5,6,5,1,1
11069,3,4,2,7,5,2
11070,2,1,1,8,4,4
11071,3,3,3,2,3,6
11072,3,4,6,7,6,2
11073,5,2,5,8,1,5
11074,1,1,7,2,4,2
11075,4,2,5,10,1,1
11076,3,3,7,10,6,7
11077,3,3,5,7,3,5
11078,3,5,3,4,4,2
11079,3,4,1,3,4,2
11080,2,4,2,2,2,1
11081,2,2,6,5,1,4
11082,1,5,5,3,3,6
11083,2,5,4,10,2,10
11084,4,2,2,3,5,6
11085,5,2,1,9,4,1
11086,1,4,3,9,1,5
11087,3,5,6,5,2,5
11088,1,5,7,6,2,8
11089,4,5,2,1,2,1
11090,5,5,6,5,5,1
11091,1,3,6,4,6,8
11092,5,4,5,7,1,9
11093,1,3,6,3,4,9
11094,3,4,1,2,1,3
11095,4,5,5,10,1,9
11096,5,5,1,8,4,2
11097,2,4,2,1,4,3
11098,2,3,2,6,1,2
11099,3,3,1,3,4,10
11100,3,4,6,2,3,2
11101,5,3,6,1,4,6
11102,2,2,6,9,3,2
11103,1,1,3,1,3,10
11104,1,3,6,8,2,1
11105,2,1,2,9,3,9
11106,5,4,5,5,3,3
11107,1,5,4,4,6,2
11108,4,2,4,4,4,5
11109,1,4,4,8,6,3
11110,5,3,2,3,6,4
11111,1,5,7,6,6,1
11112,4,5,7,1,2,2
11113,1,3,7,7,1,8
11114,2,3,4,6,4,7
11115,1,1,4,4,3,8
11116,3,3,4,5,3,9
11117,2,1,1,3,2,7
11118,4,2,1,9,2,8
11119,5,4,4,10,4,5
11120,1,2,5,6,5,1
11121,5,3,3,10,3,4
11122,4,3,3,9,4,2
11123,5,4,4,9,3,6
11124,3,2,3,2,5,9
11125,1,4,2,7,1,7
11126,2,3,4,9,3,3
11127,5,2,6,6,6,8
11128,4,4,3,3,3,1
11129,4,5,7,4,4,10
11130,5,2,3,8,6,7
11131,4,2,3,9,3,1
11132,2,5,7,1,4,9
11133,3,3,2,5,1,6
11134,1,3,7,6,5,8
11135,1,1,5,8,2,1
11136,3,1,1,8,6,1
11137,5,1,6,6,5,5
11138,3,1,2,8,4,6
11139,1,4,1,8,1,4
11140,3,2,1,6,3,4
11141,2,3,7,4,2,5
11142,2,5,5,2,6,6
11143,2,1,2,10,6,7
11144,4,5,2,9,6,10
11145,5,4,3,3,5,1
11146,1,4,7,5,2,5
11147,4,3,5,10,4,2
11148,4,5,7,3,1,2
11149,2,5,5,4,2,5
11150,4,4,6,2,4,5
11151,4,2,7,7,1,8
11152,2,4,6,2,5,10
11153,1,5,4,1,2,8
11154,5,5,6,9,4,6
11155,5,3,3,3,6,2
11156,4,1,3,1,6,5
11157,3,2,7,2,5,4
11158,1,1,7,1,6,6
11159,2,1,6,8,1,4
11160,4,5,1,10,6,5
11161,5,3,1,7,6,7
11162,3,3,6,4,6,8
11163,3,1,4,8,3,3
11164,5,4,2,10,1,1
11165,2,3,1,1,1,1
11166,2,2,4,4,3,3
11167,1,1,6,9,3,1
11168,4,5,7,5,6,9
11169,2,3,3,1,2,1
11170,2,3,2,4,1,6
11171,1,1,6,9,2,5
11172,1,5,2,10,4,4
11173,5,3,7,1,6,4
11174,5,3,5,1,6,7
11175,5,1,6,1,3,6
11176,4,2,7,9,5,5
11177,1,5,2,8,3,9
11178,4,1,1,7,3,9
11179,4,2,5,2,2,8
11180,5,3,2,10,1,4
11181,3,4,1,4,3,7
11182,1,3,3,5,5,7
11183,1,4,3,3,6,6
11184,4,5,7,9,4,3
11185,3,5,4,3,4,6
11186,2,1,7,6,4,7
11187,5,5,6,2,6,2
11188,1,4,5,6,1,4
11189,1,5,1,8,2,1
11190,2,1,6,1,2,4
11191,3,2,6,7,1,7
11192,5,4,4,7,1,10
11193,4,3,6,2,6,7
11194,5,2,1,9,4,1
11195,3,2,2,1,6,8
11196,4,2,5,4,1,9
11197,2,2,6,8,4,10
11198,4,4,4,2,4,5
11199,5,2,3,1,4,1
11200,2,3,6,6,2,1
11201,2,4,7,7,1,2
11202,2,2,4,5,2,8
11203,3,3,6,4,6,10
11204,2,4,3,4,1,10
11205,1,5,2,2,1,6
11206,2,5,4,5,6,6
11207,4,5,5,4,1,5
11208,3,1,1,7,5,3
11209,2,2,2,6,1,3
11210,3,1,3,6,2,1
11211,1,3,3,1,3,1
11212,3,5,2,9,6,10
11213,1,4,3,8,1,10
11214,4,5,5,5,1,4
11215,4,4,3,3,6,2
11216,4,5,5,8,2,4
11217,4,5,7,5,2,5
11218,4,3,5,4,6,10
11219,4,1,1,1,3,8
11220,3,1,1,3,4,1
11221,4,5,6,4,5,9
11222,2,3,2,9,2,7
11223,4,5,3,3,3,7
11224,4,5,2,9,5,6
11225,5,5,4,1,4,10
11226,2,3,1,8,1,5
11227,5,2,2,9,1,8
11228,5,1,5,2,3,4
11229,4,4,1,6,5,8
11230,3,5,5,6,3,10
11231,5,4,2,4,2,5
11232,1,5,4,3,4,2
11233,1,4,2,10,4,5
11234,1,2,3,7,4,6
11235,1,2,4,8,2,9
11236,2,3,3,3,3,10
11237,2,5,4,2,6,1
11238,5,5,4,2,3,8
11239,5,2,4,10,3,2
11240,3,3,2,6,4,2
11241,4,4,2,5,3,8
11242,3,5,5,1,3,5
11243,4,1,7,7,2,3
11244,3,1,5,10,6,4
11245,5,1,2,3,2,6
11246,4,4,4,1,5,6
11247,2,3,4,4,5,8
11248,2,4,1,8,1,3
11249,3,1,2,9,3,8
11250,5,4,4,6,2,5
11251,4,5,3,1,1,1
11252,5,1,1,7,4,6
11253,3,4,2,6,6,6
11254,2,3,3,7,1,9
11255,4,4,5,8,3,7
11256,2,4,2,3,5,8
11257,5,4,4,5,2,10
11258,3,4,3,1,4,6
11259,1,1,4,6,6,1
11260,4,5,6,6,2,4
11261,2,1,3,8,2,7
11262,1,1,7,6,5,2
11263,3,4,6,4,2,1
11264,2,1,2,6,5,9
11265,5,4,6,6,3,4
11266,3,4,1,7,6,1
11267,2,1,3,5,3,9
11268,2,4,7,1,2,2
11269,3,2,6,2,2,5
11270,5,4,6,2,3,5
11271,4,2,4,6,3,4
11272,4,3,6,4,1,2
11273,3,5,3,1,6,8
11274,4,3,2,7,1,2
11275,4,1,7,7,4,6
11276,1,3,3,2,2,10
11277,3,1,3,7,6,5
11278,3,1,2,5,2,1
11279,1,4,4,4,1,1
11280,3,4,5,7,3,5
11281,3,5,1,7,4,8
11282,2,3,1,5,6,2
11283,2,1,4,3,2,7
11284,2,5,6,9,3,9
11285,4,3,5,2,3,5
11286,2,3,7,2,4,4
11287,5,5,2,10,5,5
11288,2,3,3,5,4,8
11289,1,4,5,3,1,2
11290,2,5,5,4,4,9
11291,4,4,5,3,2,3
11292,3,4,3,9,3,2
11293,4,1,3,8,4,7
11294,3,2,3,6,3,2
11295,2,1,3,5,3,8
11296,4,1,3,8,1,3
11297,1,4,5,9,4,9
11298,1,5,3,4,4,7
11299,1,1,5,5,6,2
11300,3,5,1,9,4,8
11301,3,4,4,3,3,1
11302,1,4,1,8,5,8
11303,5,4,5,8,6,7
11304,4,5,2,1,1,2
11305,3,4,4,9,4,5
11306,5,5,4,6,1,7
11307,4,3,7,2,6,5
11308,5,2,3,5,6,1
11309,3,3,2,2,3,9
11310,3,1,3,7,3,9
11311,3,5,6,9,2,10
11312,2,4,2,7,3,2
11313,5,1,3,10,6,7
11314,2,1,1,1,5,1
11315,4,3,3,1,2,5
11316,3,4,4,9,6,4
11317,3,3,4,2,5,8
11318,4,5,1,1,4,5
11319,4,3,1,3,6,6
11320,2,3,3,7,4,7
11321,1,3,1,7,6,5
11322,3,3,7,8,5,7
11323,5,5,2,10,1,9
11324,4,1,2,2,3,10
11325,4,3,2,10,4,6
11326,1,4,1,10,3,6
11327,3,1,5,8,1,7
11328,3,4,4,2,3,5
11329,5,2,6,6,4,8
11330,5,2,5,10,6,6
11331,4,1,7,8,5,4
11332,1,2,2,6,4,10
11333,2,1,5,3,2,10
11334,1,5,6,7,2,8
11335,2,1,5,2,4,9
11336,2,4,1,4,6,6
11337,3,5,1,9,4,7
11338,2,2,5,8,6,2
11339,2,4,1,2,2,10
11340,1,2,7,6,1,7
11341,1,4,1,1,1,8
11342,1,2,3,6,5,8
11343,3,1,6,7,3,8
11344,2,1,6,7,1,1
11345,1,4,1,7,2,10
11346,1,1,7,8,1,10
11347,5,4,3,5,5,6
11348,4,3,6,1,6,5
11349,3,2,6,10,6,10
11350,2,1,3,5,1,2
11351,5,1,2,8,2,7
11352,5,5,6,7,2,10
11353,4,1,1,7,6,1
11354,2,2,7,2,4,3
11355,3,2,5,4,2,8
11356,4,3,4,7,1,6
11357,3,5,2,3,6,10
11358,5,3,5,8,2,3
11359,4,2,6,6,1,10
11360,3,2,4,8,1,3
11361,4,4,5,8,6,4
11362,2,5,2,5,3,7
11363,2,2,6,3,4,3
11364,5,3,4,2,5,5
11365,1,4,1,1,4,7
11366,5,5,2,4,6,8
11367,3,2,2,1,1,10
11368,5,2,6,5,5,8
11369,3,4,2,4,4,7
11370,1,3,2,1,6,6
11371,4,1,2,5,5,10
11372,4,3,2,8,1,4
11373,1,2,2,5,1,2
11374,5,2,6,9,2,8
11375,4,3,2,6,4,10
11376,5,1,5,6,3,5
11377,1,4,5,1,2,4
11378,5,5,1,10,4,2
11379,5,1,1,6,3,1
11380,3,2,1,3,2,2
11381,2,2,2,8,1,7
11382,1,3,4,9,5,6
11383,4,5,1,3,6,9
11384,1,4,7,2,5,8
11385,3,4,3,2,4,5
11386,4,3,6,4,4,9
11387,3,3,4,4,1,4
11388,1,2,7,7,5,9
11389,3,4,7,9,5,3
11390,5,5,6,10,6,6
11391,5,4,7,10,5,6
11392,2,3,5,4,4,4
11393,1,3,2,4,3,7
11394,4,1,3,6,3,3
11395,1,1,1,10,6,7
11396,3,2,5,3,2,5
11397,4,1,5,10,6,7
11398,4,3,3,1,2,4
11399,5,4,3,6,3,2
11400,3,4,6,1,6,9
11401,2,2,2,8,4,1
11402,2,1,1,2,6,7
11403,5,2,7,4,5,4
11404,1,3,5,2,1,6
11405,4,1,1,1,3,5
11406,5,3,2,4,3,10
11407,3,2,5,1,4,2
11408,1,1,1,6,3,5
11409,4,5,7,6,5,5
11410,1,1,6,4,2,6
11411,4,1,6,2,4,2
11412,1,2,3,4,3,6
11413,3,4,4,7,4,10
11414,2,4,1,10,2,7
11415,5,3,2,8,1,8
11416,4,4,3,5,3,2
11417,3,3,7,9,1,9
11418,5,2,1,9,6,1
11419,5,2,1,10,4,3
11420,2,5,5,1,6,5
11421,2,3,5,10,4,7
11422,3,1,3,5,6,4
11423,1,5,2,3,2,1
11424,5,3,4,10,3,3
11425,3,5,4,6,6,1
11426,3,4,6,4,2,2
11427,1,2,6,6,5,8
11428,4,1,7,7,5,7
11429,5,1,5,4,5,3
11430,4,2,3,8,4,6
11431,3,1,3,3,3,4
11432,4,5,3,6,6,2
11433,4,4,2,9,2,4
11434,1,2,7,10,6,4
11435,1,3,6,5,3,6
11436,4,1,4,7,2,3
11437,2,1,1,3,3,1
11438,1,5,1,2,4,1
11439,4,1,4,4,6,9
11440,5,3,6,6,3,4
11441,2,1,6,2,4,3
11442,2,1,3,2,2,8
11443,1,5,3,10,2,2
11444,1,1,1,10,1,7
11445,1,1,7,2,2,2
11446,3,2,6,6,5,7
11447,4,1,3,6,1,10
11448,4,1,2,5,5,8
11449,3,3,6,6,4,6
11450,5,1,3,10,6,3
11451,4,2,4,6,2,1
11452,1,3,3,8,2,1
11453,1,5,5,9,6,2
11454,2,4,6,10,5,5
11455,4,1,4,6,3,6
11456,4,3,1,8,2,4
11457,1,1,1,4,6,5
11458,1,1,7,10,1,1
11459,1,2,2,8,4,9
11460,5,2,2,6,4,2
11461,3,5,1,5,1,4
11462,3,1,7,6,5,8
11463,5,4,6,1,4,9
11464,2,1,2,10,5,6
11465,4,5,2,7,3,7
11466,2,4,5,6,5,3
11467,3,5,6,10,4,4
11468,1,1,2,1,2,7
11469,3,3,1,10,3,1
11470,2,5,7,8,2,4
11471,1,5,6,9,3,3
11472,2,5,7,8,3,4
11473,3,3,2,1,6,6
11474,4,2,3,10,2,8
11475,3,3,5,10,2,10
11476,3,4,5,3,1,10
11477,2,5,6,1,6,6
11478,1,3,7,8,4,8
11479,3,1,6,1,4,2
11480,1,2,1,8,4,10
11481,5,2,6,5,6,2
11482,2,3,6,7,4,10
11483,2,3,3,8,1,10
11484,4,3,7,2,3,10
11485,4,5,1,9,4,7
11486,1,1,5,5,5,8
11487,5,2,1,8,3,2
11488,3,4,6,5,5,4
11489,1,3,2,2,6,2
11490,5,4,5,4,6,3
11491,5,4,1,7,1,2
11492,4,1,5,9,2,6
11493,5,2,1,4,3,4
11494,3,2,7,7,4,4
11495,1,1,4,6,3,7
11496,3,5,2,1,2,10
11497,1,1,4,2,5,10
11498,3,4,2,4,6,2
11499,1,2,6,4,1,7
11500,4,4,5,7,6,3
11501,1,2,4,2,3,1
11502,4,4,7,7,4,2
11503,3,2,2,7,6,5
11504,2,2,1,9,1,8
11505,3,2,7,1,1,10
11506,1,4,6,9,1,5
11507,3,5,3,2,6,7
11508,1,3,2,2,5,4
11509,1,5,1,2,3,8
11510,3,2,6,1,6,3
11511,5,4,1,8,5,5
11512,3,2,1,2,2,9
11513,4,2,1,9,1,4
11514,4,3,1,9,1,4
11515,1,1,5,3,6,9
11516,5,2,7,6,3,1
11517,5,3,2,7,5,10
11518,3,3,4,10,1,2
11519,2,1,5,9,1,8
11520,5,2,3,10,1,7
11521,5,4,1,2,4,5
11522,1,3,1,4,5,3
11523,5,3,2,6,4,7
11524,4,1,2,10,6,5
11525,3,1,3,6,3,10
11526,2,3,5,7,4,3
11527,4,5,1,9,2,5
11528,3,5,2,5,2,2
11529,3,2,2,1,3,3
11530,1,4,5,9,1,8
11531,3,4,3,2,4,1
11532,2,4,4,1,5,9
11533,2,3,5,4,4,9
11534,1,5,7,3,4,6
11535,2,3,5,10,6,8
11536,2,2,4,2,2,10
11537,2,5,3,2,2,10
11538,3,1,4,10,4,1
11539,4,5,7,8,3,6
11540,3,5,7,1,3,1
11541,3,3,5,9,3,5
11542,2,1,2,3,6,2
11543,5,2,1,6,1,9
11544,4,3,3,5,5,9
11545,2,2,2,7,5,9
11546,2,3,4,8,1,10
11547,1,3,4,7,3,3
11548,1,4,6,10,6,4
11549,4,3,2,9,4,6
11550,2,2,3,2,6,4
11551,4,4,4,3,3,2
11552,4,1,5,10,4,5
11553,2,5,1,3,4,9
11554,2,3,6,9,3,10
11555,1,1,4,4,5,5
11556,4,3,6,4,5,1
11557,5,3,3,3,1,2
11558,1,5,3,10,4,4
11559,2,4,7,10,5,9
11560,2,5,4,9,5,5
11561,2,2,6,4,3,6
11562,4,5,2,9,1,1
11563,2,3,7,2,1,9
11564,3,4,1,7,3,3
11565,2,1,1,2,5,3
11566,2,3,3,5,4,5
11567,5,2,5,1,5,9
11568,1,1,4,3,6,4
11569,5,5,2,4,4,7
11570,3,1,7,4,1,1
11571,4,3,4,4,1,8
11572,1,1,2,2,5,1
11573,4,4,3,3,4,3
11574,4,5,5,2,5,2
11575,5,2,1,8,6,6
11576,4,2,2,10,1,8
11577,2,5,7,3,2,7
11578,3,5,5,2,1,4
11579,1,5,5,1,6,7
11580,1,5,6,1,6,2
11581,5,1,3,10,2,4
11582,5,2,7,1,3,6
11583,3,2,4,4,5,5
11584,1,5,6,6,3,10
11585,5,4,6,9,5,8
11586,3,1,7,7,2,8
11587,3,1,3,8,4,4
11588,3,1,3,1,1,5
11589,1,5,1,6,5,5
11590,4,2,2,8,6,6
11591,4,3,5,2,5,2
11592,1,2,4,5,6,7
11593,2,3,7,5,4,2
11594,3,1,4,5,4,1
11595,1,4,2,4,2,6
11596,4,5,4,10,6,10
11597,5,5,3,10,6,3
11598,1,1,5,3,2,4
11599,3,5,6,8,2,7
11600,4,1,3,9,4,1
11601,1,4,1,5,3,10
11602,5,1,4,3,4,4
11603,1,4,5,2,1,2
11604,4,5,7,3,2,7
11605,5,5,2,9,1,4
11606,3,3,4,6,4,5
11607,1,2,5,6,1,1
11608,4,1,1,8,1,4
11609,5,1,6,5,5,9
11610,2,4,1,8,2,9
11611,5,4,1,8,6,7
11612,1,1,2,3,2,5
11613,5,1,6,8,2,7
11614,5,1,7,2,6,1
11615,1,3,2,4,2,6
11616,2,5,7,10,4,10
11617,1,4,1,6,1,6
11618,1,1,2,4,2,3
11619,3,3,5,10,4,1
11620,3,3,7,2,4,3
11621,5,1,1,3,1,9
11622,1,5,1,3,4,5
11623,4,4,2,2,2,10
11624,5,3,4,6,4,9
11625,5,1,2,6,1,2
11626,5,5,2,6,4,1
11627,4,5,1,6,6,2
11628,4,5,1,5,2,4
11629,1,4,6,7,3,1
11630,2,5,4,6,5,2
11631,3,3,2,2,1,2
11632,3,3,3,3,5,5
11633,4,5,4,3,4,3
11634,4,3,5,3,5,3
11635,2,2,7,4,2,10
11636,2,1,3,5,4,6
11637,5,5,1,5,6,8
11638,5,2,3,8,6,7
11639,1,4,2,8,4,6
11640,1,3,4,9,4,4
11641,1,5,2,4,4,9
11642,2,4,7,8,2,2
11643,1,3,3,7,5,8
11644,1,5,3,9,5,7
11645,1,2,6,8,3,4
11646,2,2,2,1,2,2
11647,1,1,2,4,6,10
11648,4,1,2,5,2,2
11649,3,4,4,5,2,4
11650,4,1,2,5,4,7
11651,2,1,3,7,1,6
11652,5,3,4,9,2,2
11653,4,2,1,7,1,7
11654,4,4,5,7,2,5
11655,5,3,3,2,5,2
11656,1,3,5,9,1,3
11657,2,3,4,7,2,4
11658,5,4,5,3,3,9
11659,5,2,3,8,5,2
11660,2,2,2,7,6,6
11661,1,4,4,6,3,10
11662,2,1,4,3,4,6
11663,5,4,3,8,2,7
11664,2,1,5,7,6,10
11665,5,3,1,10,4,10
11666,2,5,2,3,3,3
11667,2,2,2,5,2,5
